Documentation automatically generated from Valheim 0.221.6,,
"ArmorDress5 ($item_chest_dress5) (Blue Dress with Shawl)", 1409301313, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorDress6 ($item_chest_dress6) (Blue Dress with Beads)", 1409301310, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorDress7 ($item_chest_dress7) (Plain Yellow Dress)", 1409301311, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorDress8 ($item_chest_dress8) (Yellow Dress with Shawl)", 1409301300, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorDress9 ($item_chest_dress9) (Yellow Dress with Beads)", 1409301301, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorFenringChest ($item_chest_fenris) (Fenris Coat)", 349244329, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorFenringLegs ($item_legs_fenris) (Fenris Leggings)", 1068454321, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorFlametalChest ($item_chest_flametal) (Flametal Breastplate)", -2047840346, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorFlametalLegs ($item_legs_flametal) (Flametal Greaves)", 2023116964, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorHarvester1 ($item_chest_harvester1) (Harvest Tunic)", -964905328, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorHarvester2 ($item_chest_harvester2) (Harvest Dress)", -964905331, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorIronChest ($item_chest_iron) (Iron Scale Mail)", -77418440, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorIronLegs ($item_legs_iron) (Iron Greaves)", 855433562, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorLeatherChest ($item_chest_leather) (Leather Tunic)", 1842977441, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorLeatherLegs ($item_legs_leather) (Leather Trousers)", -129361023, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorMageChest ($item_chest_mage) (Eitr-weave Robe)", 916504644, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorMageChest_Ashlands ($item_chest_mage_ashlands) (Robes of Embla)", 1247702357, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorMageLegs ($item_legs_mage) (Eitr-weave Trousers)", -490399162, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorMageLegs_Ashlands ($item_legs_mage_ashlands) (Trousers of Embla)", -1792357735, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorPaddedCuirass ($item_chest_pcuirass) (Padded Cuirass)", -2102914493, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorPaddedGreaves ($item_legs_pgreaves) (Padded Greaves)", -1316976302, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorRagsChest ($item_chest_rags) (Rag Tunic)", -1873790835, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorRagsLegs ($item_legs_rags) (Rag Trousers)", -1807008579, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorRootChest ($item_chest_root) (Root Harnesk)", 973754414, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorRootLegs ($item_legs_root) (Root Leggings)", 1839036508, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorStand", 1580161127, "Piece, ZNetView, WearNTear, ArmorStand"
"ArmorStand_Female", 826840908, "Piece, ZNetView, WearNTear, ArmorStand"
"ArmorStand_Male", 639316453, "Piece, ZNetView, WearNTear, ArmorStand"
"ArmorTrollLeatherChest ($item_chest_trollleather) (Troll Leather Tunic)", -1722809642, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorTrollLeatherLegs ($item_legs_trollleather) (Troll Leather Trousers)", -560834156, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorTunic1 ($item_chest_tunic1) (Plain Blue Tunic)", -2092967397, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorTunic10 ($item_chest_tunic10) (Simple Undyed Tunic)", -2054182805, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorTunic2 ($item_chest_tunic2) (Blue Tunic with Cape)", -2092967398, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorTunic3 ($item_chest_tunic3) (Blue Tunic with Beads)", -2092967399, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorTunic4 ($item_chest_tunic4) (Plain Red Tunic)", -2092967400, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorTunic5 ($item_chest_tunic5) (Red Tunic with Cape)", -2092967401, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorTunic6 ($item_chest_tunic6) (Red Tunic with Beads)", -2092967402, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorTunic7 ($item_chest_tunic7) (Plain Yellow Tunic)", -2092967403, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorTunic8 ($item_chest_tunic8) (Yellow Tunic with Cape)", -2092967388, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorTunic9 ($item_chest_tunic9) (Yellow Tunic with Beads)", -2092967389, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorWolfChest ($item_chest_wolf) (Wolf Hide Chestpiece)", -914594978, "ZNetView, ZSyncTransform, ItemDrop"
"ArmorWolfLegs ($item_legs_wolf) (Wolf Hide Trousers)", -1695215220, "ZNetView, ZSyncTransform, ItemDrop"
"ArrowBronze ($item_arrow_bronze) (Bronzehead Arrow)", 2137518083, "ZNetView, ZSyncTransform, ItemDrop"
"ArrowCarapace ($item_arrow_carapace) (Carapace Arrow)", -485682777, "ZNetView, ZSyncTransform, ItemDrop"
"ArrowCharred ($item_arrow_charred) (Charred Arrow)", 950372346, "ZNetView, ZSyncTransform, ItemDrop"
"ArrowFire ($item_arrow_fire) (Fire Arrow)", -1917784535, "ZNetView, ZSyncTransform, ItemDrop"
"ArrowFlint ($item_arrow_flint) (Flinthead Arrow)", -843447246, "ZNetView, ZSyncTransform, ItemDrop"
"ArrowFrost ($item_arrow_frost) (Frost Arrow)", -641933831, "ZNetView, ZSyncTransform, ItemDrop"
"ArrowIron ($item_arrow_iron) (Ironhead Arrow)", -1003810285, "ZNetView, ZSyncTransform, ItemDrop"
"ArrowNeedle ($item_arrow_needle) (Needle Arrow)", 1981231808, "ZNetView, ZSyncTransform, ItemDrop"
"ArrowObsidian ($item_arrow_obsidian) (Obsidian Arrow)", 343761714, "ZNetView, ZSyncTransform, ItemDrop"
"ArrowPoison ($item_arrow_poison) (Poison Arrow)", -1215929287, "ZNetView, ZSyncTransform, ItemDrop"
"ArrowSilver ($item_arrow_silver) (Silver Arrow)", 799199670, "ZNetView, ZSyncTransform, ItemDrop"
"ArrowWood ($item_arrow_wood) (Wood Arrow)", -782094582, "ZNetView, ZSyncTransform, ItemDrop"
"artisan_ext1", 1852862665, "Piece, ZNetView, WearNTear, StationExtension"
"AshCrow", -462474485, "RandomFlyingBird, ZNetView, ZSyncTransform, ZSyncAnimation, Destructible, DropOnDestroyed"
"ashland_pot1_green ($piece_ancient_pot) (Ancient Pot)", 772011266, "ZNetView, DropOnDestroyed, HoverText, StaticPhysics, WearNTear"
"ashland_pot1_red ($piece_ancient_pot) (Ancient Pot)", 1762125542, "ZNetView, DropOnDestroyed, HoverText, StaticPhysics, WearNTear"
"ashland_pot2_green ($piece_ancient_pot) (Ancient Pot)", 1391001863, "ZNetView, DropOnDestroyed, HoverText, StaticPhysics, WearNTear"
"ashland_pot2_red ($piece_ancient_pot) (Ancient Pot)", 1116405303, "ZNetView, DropOnDestroyed, HoverText, StaticPhysics, WearNTear"
"ashland_pot3_green ($piece_ancient_pot) (Ancient Pot)", 1662279564, "ZNetView, DropOnDestroyed, HoverText, StaticPhysics, WearNTear"
"ashland_pot3_red ($piece_ancient_pot) (Ancient Pot)", -1481770340, "ZNetView, DropOnDestroyed, HoverText, StaticPhysics, WearNTear"
"Ashland_Stair", 1084633047, "ZNetView, WearNTear, DropOnDestroyed"
"Ashland_Steepstair", -571355724, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Altar", 2102937115, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Arch1", 408986256, "Piece, ZNetView, WearNTear"
"Ashlands_Arch2", 812270783, "Piece, ZNetView, WearNTear"
"Ashlands_Arch2_Broken1", 804880842, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Arch2_Broken2", -761203099, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_ArchRoof", -1381309987, "ZNetView, Destructible"
"Ashlands_ArchRoofDamaged", -740836646, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_ArchRoofDamaged_half1", 705430107, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_ArchRoofDamaged_half2", 302145580, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_ArchRoofLong_Damaged", 1136425031, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Boss_Pillar", 1938820621, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Boss_Pillar_Twist_broken1", 2083417226, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Boss_Pillar_Twist_broken2", 517333285, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Boss_Pillar_Twist_broken3", -1048750656, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Floor", 518648449, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_floor_large", -2097945681, "ZNetView, Destructible"
"Ashlands_floor_large_fractured", 1813132348, "ZNetView, MineRock5"
"Ashlands_Fortress_Floor", -126365370, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Fortress_Gate", -1104038219, "ZNetView, WearNTear"
"Ashlands_Fortress_Gate_Door", -198630732, "ZNetView, WearNTear"
"Ashlands_Fortress_Wall_Pillar", 197363609, "ZNetView, Destructible"
"Ashlands_Fortress_Wall_Pillar_base", -428075625, "ZNetView, Destructible"
"Ashlands_Fortress_Wall_Pillar_base_frac", -663740804, "ZNetView, LodFadeInOut, MineRock5"
"Ashlands_Fortress_Wall_Pillar_frac", -38087410, "ZNetView, LodFadeInOut, MineRock5"
"Ashlands_Fortress_Wall_PillarTop", 1951019652, "ZNetView, Destructible"
"Ashlands_Fortress_Wall_PillarTop_frac", -43038689, "ZNetView, LodFadeInOut, MineRock5"
"Ashlands_Fortress_Wall_PillarTopStone", -903572179, "ZNetView, Destructible"
"Ashlands_Fortress_Wall_PillarTopStone_frac", -1159478086, "ZNetView, LodFadeInOut, MineRock5"
"Ashlands_Fortress_Wall_Spikes", 145717874, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Pillar4", 1645765767, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Pillar4_tip", 107227657, "ZNetView, WearNTear"
"Ashlands_Pillar4_tip_broken1", 1249954142, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Pillar4_tip_broken2", 846669615, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Pillar4_tip2", 1891326199, "ZNetView, WearNTear"
"Ashlands_Pillar4_tip2_broken1", 1806692262, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Pillar4_tip2_broken2", 1806692265, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Pillar4_tip3", 1891326198, "ZNetView, WearNTear"
"Ashlands_Pillar4_tip3_broken1", 1798606439, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Pillar4_tip3_broken2", 1798606440, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Pillar4_tip3_broken3", 1798606441, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_PillarBase3_double", 1114209067, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Ramp", 252120223, "ZNetView, WearNTear"
"Ashlands_rock1", -591983307, "ZNetView, LodFadeInOut, StaticPhysics, Destructible"
"Ashlands_rock2", -995267834, "ZNetView, LodFadeInOut, Destructible"
"Ashlands_Ruins_Floor_1point5x1point5", -1854673254, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Ruins_Floor_1point5x1point5_broken", 1220932010, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Ruins_Floor_3x3", 665283258, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Ruins_Floor_3x3_broken1", -375516993, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Ruins_Floor_3x3_broken2", 1190566948, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Ruins_Floor_3x3_broken3", -1538316407, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Ruins_Floor_6x6", 645080282, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Ruins_Floor_6x6_broken1", 797695327, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Ruins_Floor_6x6_broken2", -1931188028, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Ruins_Ramp", 83808115, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Ruins_Ramp_Upsidedown", 2119425612, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Ruins_TopStone", -110466087, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Ruins_twist_ArchBig", 259308223, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Ruins_twist_PillarBase", 1641385580, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Ruins_twist_PillarBaseSmall", -230117153, "ZNetView, WearNTear, DropOnDestroyed"
"Ashlands_Ruins_Wall_4x6", -50823844, "ZNetView, Destructible"
"Ashlands_Ruins_Wall_Broken3_4x6", -1813415923, "ZNetView, WearNTear"
"Ashlands_Ruins_Wall_Broken4_4x6", -1813414648, "ZNetView, WearNTear"
"Ashlands_Ruins_Wall_Broken5_4x6", -1813417849, "ZNetView, WearNTear"
"Ashlands_Ruins_Wall_Top_wHole", 1078011425, "ZNetView, WearNTear"
"Ashlands_Ruins_Wall_Window_4x6_broken2", -501159693, "ZNetView, WearNTear"
"Ashlands_Ruins_Wall_Window_4x6_broken3", -2067243634, "ZNetView, WearNTear"
"Ashlands_Ruins_Wall_Window_4x6_broken4", 305409361, "ZNetView, WearNTear"
"Ashlands_Ruins_Wall_Window_4x6_broken5", -1260674580, "ZNetView, WearNTear"
"Ashlands_Ruins_Wall_Window_4x6_broken6", 1468208775, "ZNetView, WearNTear"
"Ashlands_Ruins_Wall_Windows_Broken_4x6", -900865316, "ZNetView, Destructible"
"Ashlands_StairsBroad", 1867208497, "ZNetView, WearNTear"
"Ashlands_Wall_2x2", -2119951934, "ZNetView, WearNTear"
"Ashlands_Wall_2x2_cornerL", 1759866742, "ZNetView, WearNTear"
"Ashlands_Wall_2x2_cornerL_top", 1126648746, "ZNetView, WearNTear"
"Ashlands_Wall_2x2_cornerR", 1759866768, "ZNetView, WearNTear"
"Ashlands_Wall_2x2_cornerR_top", 1126679996, "ZNetView, WearNTear"
"Ashlands_Wall_2x2_edge", 611243602, "ZNetView, WearNTear"
"Ashlands_Wall_2x2_edge_top", 239144302, "ZNetView, WearNTear"
"Ashlands_Wall_2x2_edge2", -1539806908, "ZNetView, WearNTear"
"Ashlands_Wall_2x2_edge2_top", 1446778968, "ZNetView, WearNTear"
"Ashlands_Wall_2x2_top", -1234917130, "ZNetView, WearNTear"
"Ashlands_WallBlock", -2089640202, "ZNetView, Destructible"
"Ashlands_WallBlock_1x2x2", 14322530, "Piece, ZNetView, WearNTear"
"Ashlands_WallBlock_base", 2131499046, "Piece, ZNetView, WearNTear"
"AshlandsBranch1 ($prop_treelog) (Log)", 2011351767, "Destructible, ZNetView, StaticPhysics, HoverText, DropOnDestroyed"
"AshlandsBranch2 ($item_pickable_branch) (Branch)", 2011351770, "Destructible, ZNetView, StaticPhysics, DropOnDestroyed, HoverText"
"AshlandsBranch3 ($prop_treelog) (Log)", 2011351769, "Destructible, ZNetView, StaticPhysics, HoverText, DropOnDestroyed"
"AshlandsBush1", -2113381525, "Destructible, ZNetView, StaticPhysics, DropOnDestroyed"
"AshlandsBush2", -2113381524, "Destructible, ZNetView, StaticPhysics, DropOnDestroyed"
"AshlandsTree1 ($prop_ashlandstree) (Scorched Tree)", 870990425, "TreeBase, ZNetView, StaticPhysics, HoverText"
"AshlandsTree3 ($prop_ashlandstree) (Scorched Tree)", 870990427, "TreeBase, ZNetView, StaticPhysics, HoverText"
"AshlandsTree4 ($prop_ashlandstree) (Scorched Tree)", 870990428, "TreeBase, ZNetView, StaticPhysics, HoverText"
"AshlandsTree5 ($prop_ashlandstree) (Scorched Tree)", 870990429, "TreeBase, ZNetView, StaticPhysics, HoverText"
"AshlandsTree6 ($prop_ashlandstree) (Scorched Tree)", 870990430, "TreeBase, ZNetView, StaticPhysics, HoverText"
"AshlandsTree6_big ($prop_ashlandstree) (Scorched Tree)", 1840491433, "TreeBase, ZNetView, StaticPhysics, HoverText"
"AshlandsTreeLog1 ($prop_treelog) (Log)", -174210823, "ZNetView, ZSyncTransform, TreeLog, ImpactEffect, Floating, HoverText"
"AshlandsTreeLog2 ($prop_treelog) (Log)", -1740294764, "ZNetView, ZSyncTransform, TreeLog, ImpactEffect, Floating, HoverText"
"AshlandsTreeLogHalf1 ($prop_treelog) (Log)", -1552374362, "ZNetView, ZSyncTransform, ImpactEffect, Floating, TreeLog, LodFadeInOut, HoverText"
"AshlandsTreeLogHalf2 ($prop_treelog) (Log)", 1176508993, "ZNetView, ZSyncTransform, ImpactEffect, Floating, TreeLog, LodFadeInOut, HoverText"
"AshlandsTreeStump1 ($prop_treestump) (Stump)", 1910273542, "Destructible, ZNetView, StaticPhysics, HoverText, DropOnDestroyed"
"AshlandsTreeStump2 ($prop_treestump) (Stump)", -1981409227, "Destructible, ZNetView, StaticPhysics, HoverText, DropOnDestroyed"
"AshlandsTreeStump3 ($prop_treestump) (Stump)", 747474128, "Destructible, ZNetView, StaticPhysics, HoverText, DropOnDestroyed"
"ashwood_arch_big", 499263833, "Piece, ZNetView, WearNTear"
"ashwood_arch_bottom", 1315037798, "Piece, ZNetView, WearNTear"
"ashwood_arch_top", -2108401664, "Piece, ZNetView, WearNTear"
"ashwood_beam_1m", -332698626, "Piece, ZNetView, WearNTear"
"ashwood_beam_2m", 70585901, "Piece, ZNetView, WearNTear"
"ashwood_bed", 823420613, "Piece, ZNetView, Bed, WearNTear"
"ashwood_deco_floor", -1593123332, "Piece, ZNetView, WearNTear"
"ashwood_decowall_2x2", -1781600630, "Piece, ZNetView, WearNTear"
"ashwood_decowall_divider", 1536438203, "Piece, ZNetView, WearNTear"
"ashwood_decowall_tree", 1321774774, "Piece, ZNetView, WearNTear"
"ashwood_door", -245309624, "Piece, ZNetView, WearNTear, Door"
"ashwood_floor_1x1", -281601339, "Piece, ZNetView, WearNTear"
"ashwood_floor_2x2", -281601243, "Piece, ZNetView, WearNTear"
"ashwood_halfwall_1x2", 976661943, "Piece, ZNetView, WearNTear"
"ashwood_pole_1m", -1233292549, "Piece, ZNetView, WearNTear"
"ashwood_pole_2m", 1495590806, "Piece, ZNetView, WearNTear"
"ashwood_quarterwall_1x1", 1248264999, "Piece, ZNetView, WearNTear"
"ashwood_stair", 1678513475, "Piece, ZNetView, WearNTear"
"ashwood_wall_2x2", 1924509191, "Piece, ZNetView, WearNTear"
"ashwood_wall_arch", 168049647, "Piece, ZNetView, WearNTear"
"ashwood_wall_beam_26", 372906951, "Piece, ZNetView, WearNTear"
"ashwood_wall_beam_26_alt", -950351911, "Piece, ZNetView, WearNTear"
"ashwood_wall_beam_45", -1193176984, "Piece, ZNetView, WearNTear"
"ashwood_wall_beam_45_alt", -39209364, "Piece, ZNetView, WearNTear"
"ashwood_wall_cross_26", 304768544, "Piece, ZNetView, WearNTear"
"ashwood_wall_cross_26_alt", -1836620120, "Piece, ZNetView, WearNTear"
"ashwood_wall_cross_45", 1111337595, "Piece, ZNetView, WearNTear"
"ashwood_wall_cross_45_alt", 1699602097, "Piece, ZNetView, WearNTear"
"ashwood_wall_roof_26", -216137440, "Piece, ZNetView, WearNTear"
"ashwood_wall_roof_26_upsidedown", 625637655, "Piece, ZNetView, WearNTear"
"ashwood_wall_roof_45", 187147093, "Piece, ZNetView, WearNTear"
"ashwood_wall_roof_45_upsidedown", 762420190, "Piece, ZNetView, WearNTear"
"AskBladder ($item_askbladder) (Asksvin Bladder)", -2005747631, "ZNetView, ZSyncTransform, ItemDrop"
"AskHide ($item_askhide) (Asksvin Hide)", -361463611, "ZNetView, ZSyncTransform, ItemDrop"
"Asksvin", 673728755, "Humanoid, MonsterAI, CharacterDrop, ZNetView, ZSyncTransform, ZSyncAnimation, FootStep, Tameable, Procreation"
"asksvin_carrion", -990675028, "ZNetView, WearNTear, DropOnDestroyed, StaticPhysics"
"asksvin_carrion2", -1979024078, "ZNetView, WearNTear, DropOnDestroyed, StaticPhysics"
"Asksvin_hatchling", -656027988, "Humanoid, MonsterAI, CharacterDrop, ZNetView, ZSyncTransform, ZSyncAnimation, FootStep, Growup"
"AsksvinCarrionNeck ($item_asksvincarrionneck) (Asksvin Neck)", -518087446, "ZNetView, ZSyncTransform, ItemDrop"
"AsksvinCarrionPelvic ($item_asksvincarrionpelvic) (Asksvin Pelvis)", 116510864, "ZNetView, ZSyncTransform, ItemDrop"
"AsksvinCarrionRibcage ($item_asksvincarrionribcage) (Asksvin Ribcage)", 1245401458, "ZNetView, ZSyncTransform, ItemDrop"
"AsksvinCarrionSkull ($item_asksvincarrionskull) (Asksvin Skull)", 111807506, "ZNetView, ZSyncTransform, ItemDrop"
"AsksvinEgg ($item_asksvin_egg) (Asksvin Egg)", 1055620598, "ZNetView, ZSyncTransform, EggGrow, ItemDrop"
"AsksvinMeat ($item_asksvin_meat) (Asksvin Tail)", 1407759366, "ZNetView, ZSyncTransform, ItemDrop"
"AtgeirBlackmetal ($item_atgeir_blackmetal) (Black Metal Atgeir)", 275694258, "ZNetView, ZSyncTransform, ItemDrop"
"AtgeirBronze ($item_atgeir_bronze) (Bronze Atgeir)", -971799304, "ZNetView, ZSyncTransform, ItemDrop"
"AtgeirHimminAfl ($item_atgeir_himminafl) (Himminafl)", -1297235939, "ZNetView, ZSyncTransform, ItemDrop"
"AtgeirIron ($item_atgeir_iron) (Iron Atgeir)", -1697777810, "ZNetView, ZSyncTransform, ItemDrop"
"AtgeirWood ($item_atgeir_wood) (Wooden Atgeir)", 762077939, "ZNetView, ZSyncTransform, ItemDrop"
"AxeBerzerkr ($item_axe_berzerkr) (Berserkir Axes)", 691223085, "ZNetView, ZSyncTransform, ItemDrop"
"AxeBerzerkrBlood ($item_axe_berzerkr_blood) (Bleeding Berserkir Axes)", 1889813487, "ZNetView, ZSyncTransform, ItemDrop"
"AxeBerzerkrLightning ($item_axe_berzerkr_lightning) (Thundering Berserkir Axes)", -1978837223, "ZNetView, ZSyncTransform, ItemDrop"
"AxeBerzerkrNature ($item_axe_berzerkr_nature) (Primal Berserkir Axes)", -1603971610, "ZNetView, ZSyncTransform, ItemDrop"
"AxeBlackMetal ($item_axe_blackmetal) (Black Metal Axe)", 1694548656, "ZNetView, ZSyncTransform, ItemDrop"
"AxeBronze ($item_axe_bronze) (Bronze Axe)", -533689078, "ZNetView, ZSyncTransform, ItemDrop"
"AxeFlint ($item_axe_flint) (Flint Axe)", -1468314591, "ZNetView, ZSyncTransform, ItemDrop"
"AxeIron ($item_axe_iron) (Iron Axe)", 1790496580, "ZNetView, ZSyncTransform, ItemDrop"
"AxeJotunBane ($item_axe_jotunbane) (Jotun Bane)", 1583975460, "ZNetView, ZSyncTransform, ItemDrop"
"AxeStone ($item_axe_stone) (Stone Axe)", -1779108881, "ZNetView, ZSyncTransform, ItemDrop"
"AxeWood ($item_axe_wood) (Wooden Axe)", 170451811, "ZNetView, ZSyncTransform, ItemDrop"
"BarberKit ($item_barberkit) (Barber Kit)", -414750720, "ZNetView, ZSyncTransform, ItemDrop"
"Barley ($item_barley) (Barley)", 294912805, "ZNetView, ZSyncTransform, ItemDrop"
